nombre_normalizado,ids_involucrados,identidad_canonica_propuesta,nombre_muestra,clasificacion,evidencia_a_favor,conflictos,participaciones_por_id,cantidad_ids,nota
abraham kibiwot,141303;333613,141303,Abraham Kibiwot,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141303:2;333613:1,2,No se aplica merge; requiere revisión.
vincent onyala,141328;331774,141328,Vincent Onyala,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141328:2;331774:1,2,No se aplica merge; requiere revisión.
park ji su,141356;144103,141356,Park Ji-Su,CONFLICT,nombre_auxiliar_comun,DOB_distinto;sexo_distinto,141356:1;144103:1,2,No se aplica merge; requiere revisión.
park geon wu,141405;171048,141405,Park Geon-Wu,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141405:2;171048:1,2,No se aplica merge; requiere revisión.
loriana kuka,141498;330344,141498,Loriana Kuka,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141498:2;330344:1,2,No se aplica merge; requiere revisión.
edis matusevicius,141572;334418,141572,Edis Matusevičius,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141572:2;334418:1,2,No se aplica merge; requiere revisión.
mantas knystautas,141577;331928,141577,Mantas Knystautas,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141577:2;331928:1,2,No se aplica merge; requiere revisión.
asimenye simwaka,141632;329688,141632,Asimenye Simwaka,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141632:2;329688:1,2,No se aplica merge; requiere revisión.
daniela cociu,141637;184958;330361,141637,Daniela Cociu,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141637:3;184958:1;330361:2,3,No se aplica merge; requiere revisión.
joana jimenez,141685;329620,141685,Joana Jiménez,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141685:2;329620:2,2,No se aplica merge; requiere revisión.
juan pacheco,141694;195928;262433;262434;262435,141694,Juan Pacheco,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141694:1;195928:1;262433:1;262434:1;262435:1,5,No se aplica merge; requiere revisión.
carlos bustamante,141697;203137;203138;203139;212657;212658,141697,Carlos Bustamante,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141697:1;203137:1;203138:1;203139:1;212657:1;212658:1,6,No se aplica merge; requiere revisión.
eugenio garza,141725;185937;329653,141725,Eugenio Garza,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141725:3;185937:1;329653:2,3,No se aplica merge; requiere revisión.
alexis vega,141729;226321,141729,Alexis Vega,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141729:1;226321:1,2,No se aplica merge; requiere revisión.
dusan matkovic,141818;331199,141818,Dušan Matković,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141818:2;331199:1,2,No se aplica merge; requiere revisión.
xiaoxin yang,141826;330497,141826,Xiaoxin Yang,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141826:2;330497:1,2,No se aplica merge; requiere revisión.
lieke klaver,141868;187477;187478;337983,141868,Lieke Klaver,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141868:4;187477:1;187478:1;337983:3,4,No se aplica merge; requiere revisión.
guusje steenhuis,141919;191051;337644,141919,Guusje Steenhuis,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141919:3;191051:1;337644:2,3,No se aplica merge; requiere revisión.
karolien florijn,141923;337534,141923,Karolien Florijn,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141923:2;337534:1,2,No se aplica merge; requiere revisión.
veronique meester,141928;337532,141928,Veronique Meester,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141928:2;337532:1,2,No se aplica merge; requiere revisión.
demi schuurs,141935;337655,141935,Demi Schuurs,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141935:2;337655:2,2,No se aplica merge; requiere revisión.
steve wijler,141951;192095;192096;338100,141951,Steve Wijler,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141951:4;192095:1;192096:1;338100:2,4,No se aplica merge; requiere revisión.
mike foppen,141958;337978,141958,Mike Foppen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141958:2;337978:1,2,No se aplica merge; requiere revisión.
harrie lavreysen,141972;187838;337829,141972,Harrie Lavreysen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141972:4;187838:1;337829:3,3,No se aplica merge; requiere revisión.
finn florijn,141992;337555,141992,Finn Florijn,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141992:2;337555:1,2,No se aplica merge; requiere revisión.
bart lambriex,142004;337897,142004,Bart Lambriex,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142004:2;337897:1,2,No se aplica merge; requiere revisión.
arno kamminga,142008;187193;187194;338056,142008,Arno Kamminga,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142008:4;187193:1;187194:1;338056:2,4,No se aplica merge; requiere revisión.
alexander shah,142018;337762,142018,Alexander Shah,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142018:2;337762:1,2,No se aplica merge; requiere revisión.
alicia hoskin,142129;336110,142129,Alicia Hoskin,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142129:3;336110:2,2,No se aplica merge; requiere revisión.
anna leat,142137;336013,142137,Anna Leat,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142137:2;336013:1,2,No se aplica merge; requiere revisión.
erica dawson,142165;334127,142165,Erica Dawson,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142165:2;334127:1,2,No se aplica merge; requiere revisión.
ali galyer,142167;185890;185891,142167,Ali Galyer,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142167:4;185890:1;185891:1,3,No se aplica merge; requiere revisión.
campbell stewart,142182;191084;336036,142182,Campbell Stewart,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142182:4;191084:1;336036:2,3,No se aplica merge; requiere revisión.
ben waine,142192;335997,142192,Ben Waine,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142192:2;335997:1,2,No se aplica merge; requiere revisión.
sam sutton,142208;336023,142208,Sam Sutton,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142208:2;336023:1,2,No se aplica merge; requiere revisión.
dylan collier,142218;334705,142218,Dylan Collier,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142218:2;334705:1,2,No se aplica merge; requiere revisión.
kristine jimenez,142249;337561,142249,Kristine Jiménez,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142249:2;337561:1,2,No se aplica merge; requiere revisión.
john ume,142301;334877,142301,John Ume,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142301:2;334877:1,2,No se aplica merge; requiere revisión.
piotr kuczera,142381;337067,142381,Piotr Kuczera,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142381:2;337067:1,2,No se aplica merge; requiere revisión.
kamil semeniuk,142397;333039,142397,Kamil Semeniuk,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142397:2;333039:1,2,No se aplica merge; requiere revisión.
liliana ca,142403;335502,142403,Liliana Cá,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142403:2;335502:1,2,No se aplica merge; requiere revisión.
maria caetano,142408;184557;335771,142408,Maria Caetano,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142408:3;184557:1;335771:2,3,No se aplica merge; requiere revisión.
tiago pereira,142422;335508,142422,Tiago Pereira,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142422:2;335508:1,2,No se aplica merge; requiere revisión.
david varela,142424;191742;265132;265133;265134,142424,David Varela,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142424:2;191742:1;265132:1;265133:1;265134:1,5,No se aplica merge; requiere revisión.
messias baptista,142425;191918;335443,142425,Messias Baptista,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142425:2;191918:2;335443:1,3,No se aplica merge; requiere revisión.
francisco santos,142448;260279;260280,142448,Francisco Santos,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142448:2;260279:1;260280:1,3,No se aplica merge; requiere revisión.
ahmed tijan,142480;331912,142480,Ahmed Tijan,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142480:2;331912:1,2,No se aplica merge; requiere revisión.
tamara dronova,142511;338093,142511,Tamara Dronova,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142511:1;338093:2,2,No se aplica merge; requiere revisión.
tatyana kosterina,142517;187604,142517,Tatyana Kosterina,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142517:3;187604:1,2,No se aplica merge; requiere revisión.
anna prakaten,142554;329860,142554,Anna Prakaten,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142554:1;329860:1,2,No se aplica merge; requiere revisión.
nataliya vinogradova,142564;295865;295866;295867,142564,Nataliya Vinogradova,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142564:1;295865:1;295866:1;295867:1,4,No se aplica merge; requiere revisión.
arina surkova,142574;191166;191167;191168;191169,142574,Arina Surkova,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142574:6;191166:1;191167:1;191168:1;191169:1,5,No se aplica merge; requiere revisión.
aleksandr kartsev,142635;187244;187245,142635,Aleksandr Kartsev,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142635:7;187244:1;187245:1,3,No se aplica merge; requiere revisión.
daniil medvedev,142662;338428,142662,Daniil Medvedev,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142662:2;338428:3,2,No se aplica merge; requiere revisión.
magdalena rusu,142698;330375,142698,Magdalena Rusu,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142698:2;330375:2,2,No se aplica merge; requiere revisión.
simona radis,142701;330374,142701,Simona Radiș,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142701:2;330374:2,2,No se aplica merge; requiere revisión.
gerda steyn,142748;338495,142748,Gerda Steyn,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142748:2;338495:1,2,No se aplica merge; requiere revisión.
cheswill johnson,142794;338503,142794,Cheswill Johnson,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142794:2;338503:1,2,No se aplica merge; requiere revisión.
shaun maswanganyi,142801;188438;338491,142801,Shaun Maswanganyi,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142801:4;188438:1;338491:3,3,No se aplica merge; requiere revisión.
impi visser,142842;331542,142842,Impi Visser,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142842:2;331542:1,2,No se aplica merge; requiere revisión.
selvyn davids,142846;331922,142846,Selvyn Davids,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142846:2;331922:1,2,No se aplica merge; requiere revisión.
zain davids,142849;331543,142849,Zaïn Davids,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142849:2;331543:1,2,No se aplica merge; requiere revisión.
matthew sates,142859;190531;337360,142859,Matthew Sates,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142859:3;190531:1;337360:3,3,No se aplica merge; requiere revisión.
pieter coetze,142861;337361,142861,Pieter Coetze,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142861:2;337361:2,2,No se aplica merge; requiere revisión.
mia krampl,142915;338531,142915,Mia Krampl,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142915:2;338531:1,2,No se aplica merge; requiere revisión.
armin sinancevic,142963;336324,142963,Armin Sinančević,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142963:2;336324:1,2,No se aplica merge; requiere revisión.
martin mackovic,142970;337030,142970,Martin Mačković,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142970:2;337030:1,2,No se aplica merge; requiere revisión.
nikola acin,142972;336449,142972,Nikola Aćin,CONFLICT,nombre_auxiliar_comun,sexo_distinto,142972:2;336449:2,2,No se aplica merge; requiere revisión.
melody johner,143013;187099;338330,143013,Melody Johner,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143013:3;187099:1;338330:2,3,No se aplica merge; requiere revisión.
ricky petrucciani,143026;338354,143026,Ricky Petrucciani,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143026:2;338354:1,2,No se aplica merge; requiere revisión.
william reais,143028;338357,143028,William Reais,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143028:2;338357:1,2,No se aplica merge; requiere revisión.
marc hirschi,143039;338287,143039,Marc Hirschi,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143039:2;338287:1,2,No se aplica merge; requiere revisión.
robin godel,143042;186079;338282,143042,Robin Godel,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143042:3;186079:1;338282:2,3,No se aplica merge; requiere revisión.
nils stump,143044;338385,143044,Nils Stump,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143044:2;338385:1,2,No se aplica merge; requiere revisión.
andrea podmanikova,143060;189843,143060,Andrea Podmaníková,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143060:3;189843:1,2,No se aplica merge; requiere revisión.
michal morvay,143062;331243,143062,Michal Morvay,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143062:2;331243:1,2,No se aplica merge; requiere revisión.
therese nilshagen,143081;332001,143081,Therese Nilshagen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143081:3;332001:2,2,No se aplica merge; requiere revisión.
kristin thorleifsdottir,143101;330547,143101,Kristin Thorleifsdóttir,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143101:2;330547:1,2,No se aplica merge; requiere revisión.
david rumbutis,143129;190316;190317;190318;190319;190320,143129,David Rumbutis,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143129:8;190316:1;190317:1;190318:1;190319:1;190320:1,6,No se aplica merge; requiere revisión.
victor johansson,143145;187098;331424,143145,Victor Johansson,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143145:3;187098:1;331424:4,3,No se aplica merge; requiere revisión.
siwar bouseta,143258;336245,143258,Siwar Bouseta,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143258:2;336245:1,2,No se aplica merge; requiere revisión.
busenaz surmeneli,143279;331181,143279,Busenaz Sürmeneli,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143279:2;331181:1,2,No se aplica merge; requiere revisión.
adem asil,143320;183827;183828;331184,143320,Adem Asil,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143320:8;183827:1;183828:1;331184:8,4,No se aplica merge; requiere revisión.
ahmet onder,143321;189425;331183,143321,Ahmet Önder,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143321:8;189425:1;331183:9,3,No se aplica merge; requiere revisión.
ibrahim colak,143322;331182,143322,İbrahim Çolak,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143322:2;331182:8,2,No se aplica merge; requiere revisión.
kathleen noble,143349;331322,143349,Kathleen Noble,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143349:2;331322:1,2,No se aplica merge; requiere revisión.
hanna shevchuk,143360;331364,143360,Hanna Shevchuk,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143360:2;331364:1,2,No se aplica merge; requiere revisión.
liudmyla kuklinovska,143372;187702,143372,Liudmyla Kuklinovska,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143372:3;187702:1,2,No se aplica merge; requiere revisión.
olena starikova,143374;191045;191046,143374,Olena Starikova,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143374:4;191045:1;191046:1,3,No se aplica merge; requiere revisión.
oksana livach,143401;332546,143401,Oksana Livach,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143401:2;332546:1,2,No se aplica merge; requiere revisión.
oleksandr khyzhniak,143412;330972,143412,Oleksandr Khyzhniak,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143412:2;330972:1,2,No se aplica merge; requiere revisión.
illia kovtun,143422;187630;187633;187634;332612,143422,Illia Kovtun,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143422:8;187630:1;187633:1;187634:1;332612:9,5,No se aplica merge; requiere revisión.
casey kaufhold,143440;187258;336947,143440,Casey Kaufhold,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143440:3;187258:1;336947:3,3,No se aplica merge; requiere revisión.
anna cockrell,143447;337206,143447,Anna Cockrell,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143447:2;337206:1,2,No se aplica merge; requiere revisión.
elise cranny,143454;185043;337212,143454,Elise Cranny,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143454:2;185043:1;337212:1,3,No se aplica merge; requiere revisión.
jewell loyd,143489;336836,143489,Jewell Loyd,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143489:2;336836:1,2,No se aplica merge; requiere revisión.
kelsey plum,143493;336837,143493,Kelsey Plum,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143493:2;336837:1,2,No se aplica merge; requiere revisión.
nevin harrison,143508;336916,143508,Nevin Harrison,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143508:2;336916:1,2,No se aplica merge; requiere revisión.
brooke raboutou,143509;336494,143509,Brooke Raboutou,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143509:2;336494:1,2,No se aplica merge; requiere revisión.
sabine schut kery,143526;190624,143526,Sabine Schut-Kery,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143526:3;190624:1,2,No se aplica merge; requiere revisión.
jade carey,143539;337144,143539,Jade Carey,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143539:6;337144:6,2,No se aplica merge; requiere revisión.
jordan chiles,143540;337147,143540,Jordan Chiles,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143540:6;337147:7,2,No se aplica merge; requiere revisión.
naya tapper,143555;336513,143555,Naya Tapper,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143555:2;336513:1,2,No se aplica merge; requiere revisión.
claire collins,143568;335970,143568,Claire Collins,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143568:2;335970:1,2,No se aplica merge; requiere revisión.
olivia coffey,143577;335968,143577,Olivia Coffey,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143577:2;335968:1,2,No se aplica merge; requiere revisión.
lydia jacoby,143626;186987;186988,143626,Lydia Jacoby,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143626:4;186987:1;186988:1,3,No se aplica merge; requiere revisión.
taylor knibb,143637;187505;335034,143637,Taylor Knibb,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143637:3;187505:1;335034:2,3,No se aplica merge; requiere revisión.
bryce deadmon,143661;337208,143661,Bryce Deadmon,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143661:3;337208:2,2,No se aplica merge; requiere revisión.
donald scott,143671;299641;299642;337570,143671,Donald Scott,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143671:2;299641:1;299642:1;337570:1,4,No se aplica merge; requiere revisión.
grant holloway,143677;337251,143677,Grant Holloway,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143677:2;337251:1,2,No se aplica merge; requiere revisión.
juvaughn harrison,143681;186408;337253,143681,JuVaughn Harrison,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143681:3;186408:1;337253:1,3,No se aplica merge; requiere revisión.
randolph ross,143694;190271;294222,143694,Randolph Ross,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143694:3;190271:1;294222:1,3,No se aplica merge; requiere revisión.
trevor stewart,143701;191085,143701,Trevor Stewart,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143701:3;191085:1,2,No se aplica merge; requiere revisión.
andrew mackiewicz,143760;188209,143760,Andrew Mackiewicz,CONFLICT,nombre_auxiliar_comun,sexo_distinto,143760:3;188209:1,2,No se aplica merge; requiere revisión.
